,Nombre,Puntuación,Categoria,Costo Promedio,Coords
0,Moshi,9.2,Not specified,$ 120.000,"{'lat': 10.4268879, 'lng': -75.5476369}"
1,Quero arepa,9.0,Not specified,$ 25.000,"{'lat': 10.4264542, 'lng': -75.5460822}"
2,La girolata,9.2,Not specified,$ 80.000,"{'lat': 10.425701, 'lng': -75.55278}"
3,Arrabal gastrobar,9.2,Not specified,$ 60.000,"{'lat': 10.4200094, 'lng': -75.5465815}"
